%time,field.header.seq,field.header.stamp,field.header.frame_id,field.point.x,field.point.y,field.point.z
1602702150665590706,12545,1602702150665590706,,30.2870544881,-97.7393524372,-1.47910237312
1602702150705639408,12546,1602702150705639408,,30.2870537243,-97.7393526641,-1.47934138775
1602702150746012387,12547,1602702150746012387,,30.2870532811,-97.7393527081,-1.47968089581
1602702150786364857,12548,1602702150786364857,,30.2870528396,-97.7393527514,-1.47934138775
1602702150806462380,12549,1602702150806462380,,30.2870528396,-97.7393527514,-1.47934138775
1602702150826449027,12550,1602702150826449027,,30.2870523968,-97.7393527919,-1.47526443005
1602702150867121391,12551,1602702150867121391,,30.2870523968,-97.7393527919,-1.47526443005
1602702150907344013,12552,1602702150907344013,,30.2870519521,-97.7393528304,-1.47118747234
1602702150968386015,12553,1602702150968386015,,30.2870515092,-97.7393528692,-1.46982848644
1602702151008639843,12554,1602702151008639843,,30.2870511769,-97.7393528512,-1.47518503666
1602702151049075722,12555,1602702151049075722,,30.2870507348,-97.7393528925,-1.47552454472
1602702151089292763,12556,1602702151089292763,,30.2870502916,-97.7393529344,-1.47586452961
1602702151109373382,12557,1602702151109373382,,30.2870502916,-97.7393529344,-1.47586452961
1602702151129426446,12558,1602702151129426446,,30.2870498501,-97.7393529756,-1.47552454472
1602702151169701040,12559,1602702151169701040,,30.2870498501,-97.7393529756,-1.47552454472
1602702151209911512,12560,1602702151209911512,,30.2870494074,-97.7393530177,-1.47620403767
1602702151271655369,12561,1602702151271655369,,30.2870489581,-97.7393530607,-1.47620403767
1602702151311807500,12562,1602702151311807500,,30.2870485148,-97.7393531026,-1.47654402256
1602702151351897614,12563,1602702151351897614,,30.2870483799,-97.7393529508,-1.47638642788
1602702151371861877,12564,1602702151371861877,,30.2870483799,-97.7393529508,-1.47638642788
1602702151392225108,12565,1602702151392225108,,30.2870479389,-97.7393529916,-1.47570693493
1602702151432711003,12566,1602702151432711003,,30.2870474966,-97.7393530328,-1.47502744198
1602702151472608651,12567,1602702151472608651,,30.2870474966,-97.7393530328,-1.47502744198
1602702151513023205,12568,1602702151513023205,,30.2870470528,-97.7393530745,-1.47536742687
1602702151573910276,12569,1602702151573910276,,30.2870466123,-97.7393531163,-1.47536742687
1602702151614179499,12570,1602702151614179499,,30.2870463051,-97.7393526062,-1.47535359859
1602702151654476421,12571,1602702151654476421,,30.2870458645,-97.7393526475,-1.47535359859
1602702151674636748,12572,1602702151674636748,,30.2870458645,-97.7393526475,-1.47535359859
1602702151695138637,12573,1602702151695138637,,30.2870454224,-97.7393526895,-1.47569358349
1602702151735143568,12574,1602702151735143568,,30.2870449825,-97.739352731,-1.47603309155
1602702151775523128,12575,1602702151775523128,,30.2870449825,-97.739352731,-1.47603309155
1602702151815807069,12576,1602702151815807069,,30.2870445403,-97.7393527729,-1.47603309155
1602702151856970544,12577,1602702151856970544,,30.2870440959,-97.739352815,-1.47603309155
1602702151917021086,12578,1602702151917021086,,30.2870435972,-97.7393528364,-1.4779279232
1602702151957528013,12579,1602702151957528013,,30.2870431568,-97.7393528786,-1.4779279232
1602702151977518114,12580,1602702151977518114,,30.2870427159,-97.7393529215,-1.4779279232
1602702152037934161,12581,1602702152037934161,,30.2870422738,-97.7393529646,-1.47860741615
1602702152078383626,12582,1602702152078383626,,30.2870422738,-97.7393529646,-1.47860741615
1602702152118515532,12583,1602702152118515532,,30.2870418345,-97.7393530076,-1.47860741615
1602702152159772818,12584,1602702152159772818,,30.2870413941,-97.7393530506,-1.47860741615
1602702152199511137,12585,1602702152199511137,,30.2870411033,-97.7393529598,-1.47918307781
1602702152260229802,12586,1602702152260229802,,30.287040663,-97.739353003,-1.47918307781
1602702152280159947,12587,1602702152280159947,,30.287040223,-97.7393530465,-1.47952306271
1602702152320374754,12588,1602702152320374754,,30.2870397805,-97.7393530902,-1.47952306271
1602702152380901992,12589,1602702152380901992,,30.2870397805,-97.7393530902,-1.47952306271
1602702152420882162,12590,1602702152420882162,,30.2870393405,-97.7393531333,-1.47918307781
1602702152462226546,12591,1602702152462226546,,30.2870388973,-97.7393531772,-1.47952306271
1602702152502245235,12592,1602702152502245235,,30.2870384575,-97.7393532213,-1.47986257076
1602702152542403939,12593,1602702152542403939,,30.287039162,-97.7393531842,-1.48262560368
1602702152602639271,12594,1602702152602639271,,30.2870387218,-97.73935323,-1.48330509663
1602702152622688487,12595,1602702152622688487,,30.2870382803,-97.7393532752,-1.48296511173
1602702152662898037,12596,1602702152662898037,,30.2870382803,-97.7393532752,-1.48296511173
1602702152703299158,12597,1602702152703299158,,30.2870378388,-97.7393533203,-1.48262560368
1602702152765074426,12598,1602702152765074426,,30.2870373974,-97.7393533649,-1.48228561878
1602702152804901118,12599,1602702152804901118,,30.2870369571,-97.7393534097,-1.48228561878
1602702152845023807,12600,1602702152845023807,,30.2870367665,-97.7393532759,-1.48213744164
1602702152885009070,12601,1602702152885009070,,30.2870363268,-97.7393533214,-1.48247694969
1602702152925617137,12602,1602702152925617137,,30.2870358859,-97.7393533659,-1.48247694969
1602702152945609727,12603,1602702152945609727,,30.2870358859,-97.7393533659,-1.48247694969
1602702152966144191,12604,1602702152966144191,,30.2870358859,-97.7393533659,-1.48247694969
1602702153006203880,12605,1602702153006203880,,30.2870354455,-97.7393534111,-1.48247694969
1602702153046172932,12606,1602702153046172932,,30.287035004,-97.739353456,-1.48213744164
1602702153088030898,12607,1602702153088030898,,30.287034561,-97.7393535011,-1.48247694969
1602702153147986574,12608,1602702153147986574,,30.2870345923,-97.7393534358,-1.48448348045
1602702153188280201,12609,1602702153188280201,,30.287034152,-97.7393534821,-1.48448348045
1602702153228690011,12610,1602702153228690011,,30.2870337123,-97.739353528,-1.48482346535
1602702153248780159,12611,1602702153248780159,,30.2870337123,-97.739353528,-1.48482346535
1602702153269003366,12612,1602702153269003366,,30.2870337123,-97.739353528,-1.48482346535
1602702153309054269,12613,1602702153309054269,,30.2870332721,-97.7393535741,-1.48482346535
1602702153349316294,12614,1602702153349316294,,30.2870328305,-97.7393536206,-1.48448348045
1602702153390662602,12615,1602702153390662602,,30.2870323887,-97.7393536671,-1.4851629734
1602702153451253570,12616,1602702153451253570,,30.2870320837,-97.7393536609,-1.48680257797
1602702153491397076,12617,1602702153491397076,,30.2870320837,-97.7393536609,-1.48680257797
1602702153531555941,12618,1602702153531555941,,30.2870311943,-97.7393537563,-1.48680257797
1602702153571960166,12619,1602702153571960166,,30.2870311943,-97.7393537563,-1.48680257797
1602702153592478191,12620,1602702153592478191,,30.287030753,-97.7393538039,-1.48714208603
1602702153612726463,12621,1602702153612726463,,30.287030753,-97.7393538039,-1.48714208603
1602702153652820541,12622,1602702153652820541,,30.2870303133,-97.7393538507,-1.48680257797
1602702153694719729,12623,1602702153694719729,,30.2870298731,-97.7393538983,-1.48680257797
1602702153734551357,12624,1602702153734551357,,30.2870289794,-97.7393541136,-1.48693752289
1602702153774747404,12625,1602702153774747404,,30.2870289794,-97.7393541136,-1.48693752289
1602702153835269563,12626,1602702153835269563,,30.2870285397,-97.7393541614,-1.48727703094
1602702153876008838,12627,1602702153876008838,,30.2870280983,-97.7393542087,-1.48693752289
1602702153915904483,12628,1602702153915904483,,30.2870272178,-97.7393543032,-1.48693752289
1602702153956205513,12629,1602702153956205513,,30.2870272178,-97.7393543032,-1.48693752289
1602702153996785879,12630,1602702153996785879,,30.2870267753,-97.7393543509,-1.48761701584
1602702154037295652,12631,1602702154037295652,,30.2870268355,-97.7393542422,-1.48967134953
1602702154077435142,12632,1602702154077435142,,30.2870268355,-97.7393542422,-1.48967134953
1602702154117828681,12633,1602702154117828681,,30.2870263953,-97.7393542904,-1.48899185658
1602702154178543449,12634,1602702154178543449,,30.2870259551,-97.7393543391,-1.48899185658
1602702154218855645,12635,1602702154218855645,,30.2870250736,-97.7393544352,-1.48865187168
1602702154238736660,12636,1602702154238736660,,30.2870250736,-97.7393544352,-1.48865187168
1602702154280396464,12637,1602702154280396464,,30.2870246312,-97.739354483,-1.48865187168
1602702154340089171,12638,1602702154340089171,,30.2870251882,-97.7393545356,-1.49169993401
1602702154380474224,12639,1602702154380474224,,30.2870247455,-97.7393545853,-1.49136042595
1602702154420790367,12640,1602702154420790367,,30.2870243038,-97.7393546353,-1.49136042595
1602702154461147934,12641,1602702154461147934,,30.2870238637,-97.7393546853,-1.4920399189
1602702154501693567,12642,1602702154501693567,,30.2870234226,-97.7393547351,-1.49169993401
1602702154562245094,12643,1602702154562245094,,30.2870229832,-97.7393547849,-1.4920399189
1602702154583175357,12644,1602702154583175357,,30.2870225415,-97.7393548349,-1.4920399189
1602702154623112355,12645,1602702154623112355,,30.2870221015,-97.7393548851,-1.4920399189
1602702154683467410,12646,1602702154683467410,,30.2870221608,-97.7393547175,-1.49188232422
1602702154723683630,12647,1602702154723683630,,30.2870217219,-97.7393547664,-1.49188232422
1602702154764221427,12648,1602702154764221427,,30.2870212768,-97.7393548164,-1.49120283127
1602702154804405321,12649,1602702154804405321,,30.2870208369,-97.7393548668,-1.49188232422
1602702154864726303,12650,1602702154864726303,,30.2870203963,-97.7393549162,-1.49188232422
1602702154885606390,12651,1602702154885606390,,30.2870199546,-97.7393549662,-1.49188232422
1602702154925744068,12652,1602702154925744068,,30.2870196224,-97.7393549807,-1.49277341366
1602702154986098840,12653,1602702154986098840,,30.2870196224,-97.7393549807,-1.49277341366
1602702155026415656,12654,1602702155026415656,,30.287019178,-97.7393550315,-1.49311292171
1602702155066942084,12655,1602702155066942084,,30.2870187379,-97.7393550821,-1.49311292171
1602702155107230832,12656,1602702155107230832,,30.2870182969,-97.7393551328,-1.49345290661
1602702155147325093,12657,1602702155147325093,,30.2870178558,-97.7393551831,-1.49311292171
1602702155167429402,12658,1602702155167429402,,30.2870178558,-97.7393551831,-1.49311292171
1602702155189114839,12659,1602702155189114839,,30.2870174157,-97.7393552337,-1.49311292171
1602702155229102054,12660,1602702155229102054,,30.287016974,-97.7393552841,-1.49311292171
1602702155269208300,12661,1602702155269208300,,30.287016974,-97.7393552841,-1.49311292171
1602702155309441489,12662,1602702155309441489,,30.2870170127,-97.7393551737,-1.49382030964
1602702155369591465,12663,1602702155369591465,,30.28701657,-97.7393552245,-1.49348032475
1602702155409959462,12664,1602702155409959462,,30.2870161284,-97.7393552754,-1.49348032475
1602702155450419705,12665,1602702155450419705,,30.2870156878,-97.7393553258,-1.49348032475
1602702155470423026,12666,1602702155470423026,,30.2870156878,-97.7393553258,-1.49348032475
1602702155492255576,12667,1602702155492255576,,30.2870152479,-97.7393553762,-1.49348032475
1602702155532014063,12668,1602702155532014063,,30.2870148079,-97.7393554268,-1.49348032475
1602702155572434094,12669,1602702155572434094,,30.2870151415,-97.7393555305,-1.49504876137
1602702155612668937,12670,1602702155612668937,,30.2870146976,-97.7393555827,-1.49504876137
1602702155673045461,12671,1602702155673045461,,30.2870142577,-97.7393556339,-1.49504876137
1602702155713926114,12672,1602702155713926114,,30.2870138151,-97.7393556853,-1.49470925331
1602702155753990067,12673,1602702155753990067,,30.2870133742,-97.7393557367,-1.49504876137
1602702155774321767,12674,1602702155774321767,,30.2870133742,-97.7393557367,-1.49504876137
1602702155795071639,12675,1602702155795071639,,30.2870129349,-97.7393557881,-1.49538874626
1602702155835021738,12676,1602702155835021738,,30.2870124945,-97.7393558399,-1.49504876137
1602702155875708916,12677,1602702155875708916,,30.2870124662,-97.7393558293,-1.49602043629
1602702155916131460,12678,1602702155916131460,,30.2870120253,-97.7393558817,-1.49636042118
1602702155956090014,12679,1602702155956090014,,30.2870115861,-97.7393559334,-1.49602043629
1602702156016541128,12680,1602702156016541128,,30.287011145,-97.7393559852,-1.49636042118
1602702156056742440,12681,1602702156056742440,,30.2870107036,-97.739356037,-1.49568092823
1602702156079762472,12682,1602702156079762472,,30.2870102638,-97.7393560901,-1.49703991413
1602702156138196633,12683,1602702156138196633,,30.2870100194,-97.7393563043,-1.49828231335
1602702156178101202,12684,1602702156178101202,,30.2870100194,-97.7393563043,-1.49828231335
1602702156218538110,12685,1602702156218538110,,30.2870095791,-97.7393563572,-1.4986218214
1602702156259340923,12686,1602702156259340923,,30.2870091367,-97.7393564112,-1.4989618063
1602702156299460546,12687,1602702156299460546,,30.2870086968,-97.7393564645,-1.4989618063
1602702156339827587,12688,1602702156339827587,,30.2870082544,-97.7393565185,-1.49930131435
1602702156401117995,12689,1602702156401117995,,30.2870078163,-97.7393565721,-1.49930131435
1602702156421314477,12690,1602702156421314477,,30.2870073753,-97.7393566261,-1.49964129925
1602702156461160884,12691,1602702156461160884,,30.2870072484,-97.73935666,-1.5004979372
1602702156521561496,12692,1602702156521561496,,30.2870068081,-97.7393567142,-1.50015795231
1602702156562010151,12693,1602702156562010151,,30.2870063672,-97.7393567681,-1.5004979372
1602702156602605394,12694,1602702156602605394,,30.2870059263,-97.7393568222,-1.50015795231
1602702156642835389,12695,1602702156642835389,,30.287005486,-97.7393568768,-1.5004979372
1602702156703758814,12696,1602702156703758814,,30.287005045,-97.7393569309,-1.50015795231
1602702156723745436,12697,1602702156723745436,,30.287004596,-97.7393569864,-1.50117743015
1602702156763911283,12698,1602702156763911283,,30.287004515,-97.7393570553,-1.50197815895
1602702156824365235,12699,1602702156824365235,,30.2870040752,-97.7393571106,-1.50197815895
1602702156864788399,12700,1602702156864788399,,30.2870036332,-97.7393571662,-1.50231766701
1602702156905070448,12701,1602702156905070448,,30.2870031924,-97.7393572208,-1.50197815895
1602702156945227695,12702,1602702156945227695,,30.287002751,-97.7393572765,-1.5026576519
1602702156986396352,12703,1602702156986396352,,30.2870023113,-97.739357332,-1.5026576519
1602702157006285708,12704,1602702157006285708,,30.2870023113,-97.739357332,-1.5026576519
1602702157026248857,12705,1602702157026248857,,30.2870018725,-97.739357387,-1.50299715996
1602702157066518274,12706,1602702157066518274,,30.2870016245,-97.7393576895,-1.50548684597
1602702157106561994,12707,1602702157106561994,,30.2870011826,-97.7393577466,-1.50514733791
1602702157166906022,12708,1602702157166906022,,30.2870007418,-97.7393578026,-1.50412786007
1602702157207255186,12709,1602702157207255186,,30.2870003009,-97.7393578552,-1.49971139431
1602702157247711334,12710,1602702157247711334,,30.2869998592,-97.7393579058,-1.49563443661
1602702157287947675,12711,1602702157287947675,,30.2869994159,-97.7393579554,-1.49223697186
1602702157329492231,12712,1602702157329492231,,30.2869994159,-97.7393579554,-1.49223697186
1602702157349451402,12713,1602702157349451402,,30.2869992056,-97.739358096,-1.49128389359
1602702157369494727,12714,1602702157369494727,,30.2869992056,-97.739358096,-1.49128389359
1602702157409801512,12715,1602702157409801512,,30.2869987644,-97.7393581455,-1.49094390869
1602702157450372696,12716,1602702157450372696,,30.2869983214,-97.7393581933,-1.48856592178
1602702157490495633,12717,1602702157490495633,,30.2869978773,-97.7393582389,-1.48448896408
1602702157550969403,12718,1602702157550969403,,30.2869974347,-97.7393582818,-1.48007202148
1602702157591100924,12719,1602702157591100924,,30.2869969909,-97.7393583261,-1.48109149933
1602702157632206115,12720,1602702157632206115,,30.2869965494,-97.7393583709,-1.48143100739
1602702157652256877,12721,1602702157652256877,,30.2869968322,-97.7393585271,-1.48119938374
1602702157672358228,12722,1602702157672358228,,30.2869968322,-97.7393585271,-1.48119938374
1602702157712511227,12723,1602702157712511227,,30.2869963901,-97.7393585719,-1.48187887669
1602702157753052513,12724,1602702157753052513,,30.2869959487,-97.7393586173,-1.48221886158
1602702157793379378,12725,1602702157793379378,,30.2869955088,-97.739358662,-1.48255836964
1602702157853254657,12726,1602702157853254657,,30.2869950666,-97.7393587082,-1.48323786259
1602702157893496883,12727,1602702157893496883,,30.2869946246,-97.7393587532,-1.48323786259
1602702157939189470,12728,1602702157939189470,,30.2869941858,-97.7393587986,-1.48323786259
1602702157959098851,12729,1602702157959098851,,30.286994344,-97.7393585134,-1.48143172264
1602702158019429515,12730,1602702158019429515,,30.2869939007,-97.7393585584,-1.48177170753
1602702158060038314,12731,1602702158060038314,,30.286993459,-97.739358603,-1.48143172264
1602702158100604934,12732,1602702158100604934,,30.2869930179,-97.7393586475,-1.48177170753
1602702158140704893,12733,1602702158140704893,,30.2869925768,-97.7393586923,-1.48177170753
1602702158200975911,12734,1602702158200975911,,30.2869921331,-97.739358738,-1.48245120049
1602702158222542622,12735,1602702158222542622,,30.2869916936,-97.7393587819,-1.48143172264
1602702158282523938,12736,1602702158282523938,,30.2869918409,-97.7393590706,-1.48424756527
1602702158322557655,12737,1602702158322557655,,30.2869913993,-97.7393591171,-1.48458755016
1602702158362927650,12738,1602702158362927650,,30.2869909579,-97.7393591625,-1.48424756527
1602702158403353119,12739,1602702158403353119,,30.2869905163,-97.739359207,-1.48186957836
1602702158444096104,12740,1602702158444096104,,30.2869900747,-97.7393592488,-1.47813212872
1602702158504397296,12741,1602702158504397296,,30.2869896323,-97.7393592899,-1.47541415691
1602702158535265531,12742,1602702158535265531,,30.2869891917,-97.7393593316,-1.47609364986
1602702158575157084,12743,1602702158575157084,,30.2869898514,-97.7393594112,-1.47673928738
1602702158615440436,12744,1602702158615440436,,30.2869894094,-97.7393594535,-1.47707927227
1602702158655684221,12745,1602702158655684221,,30.286988966,-97.7393594961,-1.47673928738
1602702158696078292,12746,1602702158696078292,,30.2869885249,-97.7393595387,-1.47775876522
1602702158756192562,12747,1602702158756192562,,30.2869880819,-97.7393595815,-1.47775876522
1602702158796335367,12748,1602702158796335367,,30.2869876395,-97.7393596242,-1.47775876522
1602702158817160204,12749,1602702158817160204,,30.2869871999,-97.7393596672,-1.47809827328
1602702158877175574,12750,1602702158877175574,,30.2869873987,-97.7393599504,-1.47937297821
1602702158917715397,12751,1602702158917715397,,30.2869869564,-97.7393599939,-1.47937297821
1602702158958004386,12752,1602702158958004386,,30.2869865146,-97.7393600371,-1.47903347015
1602702158998097525,12753,1602702158998097525,,30.2869860728,-97.7393600787,-1.47665500641
1602702159058896755,12754,1602702159058896755,,30.286985631,-97.7393601177,-1.4729180336
1602702159098859538,12755,1602702159098859538,,30.2869851865,-97.739360155,-1.4688410759
1602702159120359833,12756,1602702159120359833,,30.2869847444,-97.7393601912,-1.46578359604
1602702159160663855,12757,1602702159160663855,,30.2869847826,-97.7393601756,-1.46655726433
1602702159221508748,12758,1602702159221508748,,30.2869843407,-97.7393602103,-1.46349930763
1602702159261639534,12759,1602702159261639534,,30.2869838961,-97.7393602455,-1.46349930763
1602702159301661612,12760,1602702159301661612,,30.2869834548,-97.7393602805,-1.46349930763
1602702159342351328,12761,1602702159342351328,,30.2869830119,-97.739360316,-1.46349930763
1602702159402385222,12762,1602702159402385222,,30.2869825705,-97.7393603516,-1.46349930763
1602702159423790240,12763,1602702159423790240,,30.2869821276,-97.7393603874,-1.46417880058
1602702159463689241,12764,1602702159463689241,,30.2869823866,-97.7393606114,-1.4638402462
1602702159504032281,12765,1602702159504032281,,30.286981943,-97.7393606468,-1.46282124519
1602702159564601014,12766,1602702159564601014,,30.2869815016,-97.7393606799,-1.46078276634
1602702159604825778,12767,1602702159604825778,,30.2869810561,-97.7393607111,-1.4570453167
1602702159644848632,12768,1602702159644848632,,30.2869806143,-97.7393607437,-1.45772480965
1602702159685383878,12769,1602702159685383878,,30.2869801704,-97.7393607765,-1.45806479454
1602702159746709253,12770,1602702159746709253,,30.2869797293,-97.7393608088,-1.45806479454
1602702159766557560,12771,1602702159766557560,,30.2869797293,-97.7393608088,-1.45806479454
1602702159806723764,12772,1602702159806723764,,30.2869793517,-97.7393608445,-1.45969128609
1602702159846843062,12773,1602702159846843062,,30.2869789091,-97.7393608785,-1.46037077904
1602702159907590010,12774,1602702159907590010,,30.2869784684,-97.739360912,-1.46003079414
1602702159947765513,12775,1602702159947765513,,30.2869780246,-97.7393609455,-1.45969128609
1602702159987970326,12776,1602702159987970326,,30.2869780246,-97.7393609455,-1.45969128609
1602702160028397409,12777,1602702160028397409,,30.2869771385,-97.7393610125,-1.45969128609
1602702160068567773,12778,1602702160068567773,,30.2869771385,-97.7393610125,-1.45969128609
1602702160088504427,12779,1602702160088504427,,30.2869766946,-97.7393610462,-1.46003079414
1602702160108797024,12780,1602702160108797024,,30.2869766946,-97.7393610462,-1.46003079414
1602702160150192110,12781,1602702160150192110,,30.2869762539,-97.7393610798,-1.45969128609
1602702160190204785,12782,1602702160190204785,,30.286975777,-97.7393615576,-1.46037983894
1602702160230416666,12783,1602702160230416666,,30.2869753347,-97.739361592,-1.460719347
1602702160291253632,12784,1602702160291253632,,30.2869753347,-97.739361592,-1.460719347
1602702160331750076,12785,1602702160331750076,,30.286974449,-97.7393616493,-1.45358490944
1602702160371971834,12786,1602702160371971834,,30.286974449,-97.7393616493,-1.45358490944
1602702160392404685,12787,1602702160392404685,,30.2869740063,-97.7393616766,-1.44984745979
1602702160412187214,12788,1602702160412187214,,30.2869740063,-97.7393616766,-1.44984745979
1602702160454461662,12789,1602702160454461662,,30.2869735627,-97.739361705,-1.44984745979
1602702160494421281,12790,1602702160494421281,,30.2869729126,-97.7393613722,-1.45148229599
1602702160534660996,12791,1602702160534660996,,30.2869724718,-97.7393614017,-1.45182180405
1602702160595032745,12792,1602702160595032745,,30.2869724718,-97.7393614017,-1.45182180405
1602702160635400642,12793,1602702160635400642,,30.2869715851,-97.7393614605,-1.45182180405
1602702160675645036,12794,1602702160675645036,,30.2869715851,-97.7393614605,-1.45182180405
1602702160695954634,12795,1602702160695954634,,30.2869711438,-97.7393614897,-1.45182180405
1602702160716056939,12796,1602702160716056939,,30.2869711438,-97.7393614897,-1.45182180405
1602702160757555487,12797,1602702160757555487,,30.2869707018,-97.7393615189,-1.45182180405
1602702160797022714,12798,1602702160797022714,,30.2869704096,-97.7393615205,-1.4541554451
1602702160837536627,12799,1602702160837536627,,30.2869699655,-97.7393615506,-1.45381593704
1602702160877825330,12800,1602702160877825330,,30.2869699655,-97.7393615506,-1.45381593704
1602702160938392126,12801,1602702160938392126,,30.2869690801,-97.7393616117,-1.4541554451
1602702160978553540,12802,1602702160978553540,,30.2869686394,-97.7393616429,-1.45449542999
1602702160998632016,12803,1602702160998632016,,30.2869686394,-97.7393616429,-1.45449542999
1602702161040188162,12804,1602702161040188162,,30.2869681965,-97.7393616733,-1.45449542999
1602702161100502865,12805,1602702161100502865,,30.2869681303,-97.7393615795,-1.45502734184
1602702161140741840,12806,1602702161140741840,,30.2869676894,-97.7393616099,-1.45468783379
1602702161180857505,12807,1602702161180857505,,30.2869676894,-97.7393616099,-1.45468783379
1602702161221263343,12808,1602702161221263343,,30.2869668031,-97.7393616727,-1.45536732674
1602702161281479938,12809,1602702161281479938,,30.2869663617,-97.7393617038,-1.45536732674
1602702161301664885,12810,1602702161301664885,,30.2869663617,-97.7393617038,-1.45536732674
1602702161342893614,12811,1602702161342893614,,30.2869659187,-97.7393617355,-1.45536732674
1602702161402913772,12812,1602702161402913772,,30.2869657811,-97.7393618494,-1.45792794228
1602702161443213035,12813,1602702161443213035,,30.2869653394,-97.7393618821,-1.45860743523
1602702161483480230,12814,1602702161483480230,,30.2869653394,-97.7393618821,-1.45860743523
1602702161523823152,12815,1602702161523823152,,30.2869648948,-97.7393619151,-1.45860743523
1602702161564195119,12816,1602702161564195119,,30.2869644535,-97.7393619482,-1.45860743523
1602702161584216363,12817,1602702161584216363,,30.2869640111,-97.7393619809,-1.45894694328
1602702161604453562,12818,1602702161604453562,,30.2869640111,-97.7393619809,-1.45894694328
1602702161645928334,12819,1602702161645928334,,30.2869635681,-97.7393620145,-1.45894694328
1602702161686480777,12820,1602702161686480777,,30.286963201,-97.7393619713,-1.4595015049
1602702161746947230,12821,1602702161746947230,,30.2869627598,-97.7393620047,-1.4595015049
1602702161787458894,12822,1602702161787458894,,30.2869627598,-97.7393620047,-1.4595015049
1602702161827382114,12823,1602702161827382114,,30.2869623174,-97.7393620382,-1.45984148979
1602702161867527461,12824,1602702161867527461,,30.2869618651,-97.7393620731,-1.46018099785
1602702161908044826,12825,1602702161908044826,,30.2869614243,-97.7393621064,-1.45984148979
1602702161928136684,12826,1602702161928136684,,30.2869609803,-97.7393621394,-1.4595015049
1602702161949501245,12827,1602702161949501245,,30.2869609803,-97.7393621394,-1.4595015049
1602702161989547218,12828,1602702161989547218,,30.2869605389,-97.7393621728,-1.4595015049
1602702162029790822,12829,1602702162029790822,,30.2869602494,-97.7393623331,-1.4626210928
1602702162070060834,12830,1602702162070060834,,30.2869602494,-97.7393623331,-1.4626210928
1602702162130583144,12831,1602702162130583144,,30.2869598077,-97.7393623669,-1.46194159985
1602702162170986750,12832,1602702162170986750,,30.2869593659,-97.7393624022,-1.46296060085
1602702162211282049,12833,1602702162211282049,,30.2869589231,-97.7393624376,-1.46296060085
1602702162251837592,12834,1602702162251837592,,30.2869584824,-97.7393624723,-1.4626210928
1602702162271762763,12835,1602702162271762763,,30.2869584824,-97.7393624723,-1.4626210928
1602702162292033331,12836,1602702162292033331,,30.2869580412,-97.7393625072,-1.4626210928
1602702162332310648,12837,1602702162332310648,,30.2869575989,-97.7393625421,-1.46296060085
1602702162373451384,12838,1602702162373451384,,30.2869575989,-97.7393625421,-1.46296060085
1602702162413657622,12839,1602702162413657622,,30.2869576796,-97.7393625714,-1.46330964565
1602702162474134696,12840,1602702162474134696,,30.2869572368,-97.7393626063,-1.46330964565
1602702162514518309,12841,1602702162514518309,,30.286956794,-97.7393626423,-1.4639891386
1602702162554977025,12842,1602702162554977025,,30.2869563423,-97.7393626791,-1.4639891386
1602702162575160391,12843,1602702162575160391,,30.2869563423,-97.7393626791,-1.4639891386
1602702162595294152,12844,1602702162595294152,,30.2869558989,-97.7393627145,-1.46364963055
1602702162635645762,12845,1602702162635645762,,30.2869554566,-97.7393627492,-1.46330964565
1602702162677141250,12846,1602702162677141250,,30.2869554566,-97.7393627492,-1.46330964565
1602702162717897124,12847,1602702162717897124,,30.2869555535,-97.7393627718,-1.46714115143
1602702162758306154,12848,1602702162758306154,,30.2869551118,-97.7393628092,-1.46748113632
1602702162818529147,12849,1602702162818529147,,30.2869546696,-97.7393628473,-1.46782064438
1602702162858989683,12850,1602702162858989683,,30.2869542279,-97.7393628839,-1.46680164337
1602702162879161267,12851,1602702162879161267,,30.2869537846,-97.7393629214,-1.46748113632
1602702162919557098,12852,1602702162919557098,,30.2869537846,-97.7393629214,-1.46748113632
1602702162979810145,12853,1602702162979810145,,30.2869533436,-97.7393629587,-1.46748113632
1602702163020301291,12854,1602702163020301291,,30.2869529001,-97.7393629963,-1.46714115143
1602702163061997256,12855,1602702163061997256,,30.2869524589,-97.7393630335,-1.46714115143
1602702163101849777,12856,1602702163101849777,,30.2869520146,-97.739363071,-1.46782064438
1602702163142127043,12857,1602702163142127043,,30.2869517731,-97.7393631242,-1.4682444334
1602702163202366910,12858,1602702163202366910,,30.2869513326,-97.7393631621,-1.46892392635
1602702163222648744,12859,1602702163222648744,,30.2869508903,-97.7393631996,-1.46790492535
1602702163262917874,12860,1602702163262917874,,30.2869508903,-97.7393631996,-1.46790492535
1602702163323271845,12861,1602702163323271845,,30.2869504502,-97.7393632373,-1.4682444334
1602702163365573357,12862,1602702163365573357,,30.2869500074,-97.7393632749,-1.46756494045
1602702163404909777,12863,1602702163404909777,,30.2869495652,-97.7393633126,-1.46790492535
1602702163444968809,12864,1602702163444968809,,30.2869490943,-97.7393633957,-1.47022640705
1602702163485123917,12865,1602702163485123917,,30.2869486533,-97.7393634339,-1.47022640705
1602702163525948717,12866,1602702163525948717,,30.2869482122,-97.7393634727,-1.47022640705
1602702163545973068,12867,1602702163545973068,,30.2869482122,-97.7393634727,-1.47022640705
1602702163566508591,12868,1602702163566508591,,30.2869482122,-97.7393634727,-1.47022640705
1602702163606784625,12869,1602702163606784625,,30.2869477679,-97.7393635122,-1.4709059
